brokerage,company_number,company_name,CompanyName, CompanyNumber,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
Aon (HIBL Kirmington),210725,AAA INSURANCE & REINSURANCE BROKERS LIMITED,AON UK LIMITED,210725,LONDON,,UNITED KINGDOM,EC3V 4AN,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Portcullis Insurance Brokers Limited (Cleo) CANX,7281203,PORTCULLIS INSURANCE BROKERS LIMITED,PORTCULLIS INSURANCE BROKERS LIMITED,7281203,EXETER,DEVON,ENGLAND,EX2 5WS,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Oakland Insurance Services Ltd CANX,NI036872,OAKLAND INSURANCE SERVICES LTD,OAKLAND INSURANCE SERVICES LTD,NI036872,,,,BT40 1SX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (Norwich),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Towergate (Redruth),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Bridges Insurance Brokers Ltd (Willis Network) CANX,1066829,BRIDGES INSURANCE BROKERS LIMITED,BRIDGES INSURANCE BROKERS LIMITED,1066829,RAMSGATE,KENT,UNITED KINGDOM,CT12 6PB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Munro & Sons Ltd t.as Munro Insurance Consultants CANX,SC123263,D & M MUNRO LIMITED,D & M MUNRO LIMITED,SC123263,MOTHERWELL,,,ML1 1XA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Contact Centre) CANX,4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Trust Insurance Group Services Ltd (Hedron Network) CANX,6752466,TRUST INSURANCE GROUP SERVICES LIMITED,TRUST INSURANCE GROUP SERVICES LIMITED,6752466,GRANTHAM,,ENGLAND,NG31 8XL,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
PSP Insurance & Financial Solutions (Hedron Network) Torquay CANX,4616351,PSP INSURANCE & FINANCIAL SOLUTIONS LIMITED,PSP INSURANCE & FINANCIAL SOLUTIONS LIMITED,4616351,CHIPPENHAM,WILTSHIRE,,SN15 1EX,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
J.N. Dobbin Limited t/as MRIB Group CANX,497227,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,PARTNERS& LIMITED,497227,HIGH WYCOMBE,BUCKINGHAMSHIRE,ENGLAND,HP13 6NU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Alan Blunden & Co Ltd (Advantage) CANX,3476249,ALAN & THOMAS INSURANCE BROKERS LIMITED,ALAN BLUNDEN & CO. LTD,3476249,SOUTHEND-ON-SEA,ESSEX,,SS2 6HZ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Jim Kelly & Co Limited (Hedron Network) CANX,1116598,JIM KELLY & COMPANY LIMITED,JIM KELLY & COMPANY LIMITED,1116598,LANCASHIRE,,,FY1 3PB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Sole Bay Insurance Brokers,12940476,BAY INSURANCE BROKERS LIMITED,BAY INSURANCE BROKERS LIMITED,12940476,MORECAMBE,,ENGLAND,LA4 6EB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
COBRA Insurance Brokers Ltd t/as COBRA GDK,3233679,COBRA INSURANCE BROKERS LIMITED,COBRA INSURANCE BROKERS LIMITED,3233679,RETFORD,,ENGLAND,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
"Lycett, Browne-Swinburne & Douglass Limited t/as Robertson-McIsaac Insurance Brokers (Willis Nework)",706042,"LYCETT, BROWNE-SWINBURNE & DOUGLASS LIMITED","LYCETT, BROWNE-SWINBURNE & DOUGLASS LIMITED",706042,,,,NE1 1PP,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Neil Willies Insurance Brokers Ltd (Hedron Network),4433854,NEIL WILLIES INSURANCE BROKERS LIMITED,NEIL WILLIES INSURANCE BROKERS LIMITED,4433854,STUDLEY,,ENGLAND,B80 7HJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Gott and Wynne Limited (Premier) CANX,4901109,GOTT AND WYNNE LIMITED,GOTT AND WYNNE LIMITED,4901109,,,,LL30 2RB,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
CCH Insurance Brokers Ltd (Premier) CANX,10203430,CCH INSURANCE BROKERS LIMITED,CCH INSURANCE BROKERS LIMITED,10203430,WAKEFIELD,,UNITED KINGDOM,WF1 3QB,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Insure Smart Limited (Advantage) (CANX),SC268774,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,INSURE SMART LIMITED,SC268774,KIRKCALDY,FIFE,,KY1 1LD,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Chubb Insurance Brokers Limited CANX,3865421,CHUBB INSURANCE BROKERS LIMITED,CHUBB INSURANCE BROKERS LIMITED,3865421,BOURNEMOUTH,DORSET,ENGLAND,BH8 8QS,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (Northampton),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
ADVANCE INSURANCE SERVICES (MIDLANDS) LTD (Hedron Network) CANX,6621734,ADVANCE INSURANCE SERVICES (MIDLANDS) LTD,ADVANCE INSURANCE SERVICES (MIDLANDS) LTD,6621734,ASHBY-DE-LA-ZOUCH,LEICESTERSHIRE,ENGLAND,LE65 2HF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Beaumont Lawrence & Co Ltd (Hedron Network),1107194,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),"BEAUMONT, LAWRENCE & CO. LIMITED",1107194,SHREWSBURY,SHROPSHIRE,,SY3 9GE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Russell Meers and Gill (Worcester) Limited (Hedron Network) CANX,OC308133,RUSSELL MEERS & GILL LLP,RUSSELL MEERS & GILL LLP,OC308133,WORCESTER,,ENGLAND,WR2 4YD,Limited Liability Partnership,Active,United Kingdom,None Supplied,,,
HMS Insurance (Advantage) CANX,5745641,CANXCHANGE LTD,"HOME MATTERS (B, C & M) LTD",5745641,,,,LE9 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Castle Sundborn Ltd (Premier) CANX,818135,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),CASTLE SUNDBORN LIMITED,818135,MALMESBURY,WILTSHIRE,ENGLAND,SN16 9AU,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,66290 - Other activities auxiliary to insurance and pension funding,
Dixons Commercial Insurance Brokers (Hedron Network) CANX,3672965,AA COMMERCIAL INSURANCE BROKERS LIMITED,DIXON COMMERCIAL LIMITED,3672965,TELFORD,SHROPSHIRE,,TF2 9TW,Private Limited Company,Active,United Kingdom,"47990 - Other retail sale not in stores, stalls or markets",,,
Policywise Ltd,8107294,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),POLICYWISE LIMITED,8107294,WHITWELL,RUTLAND,ENGLAND,LE15 8BW,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd (Symmetry),1193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,1193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Riverdale Business Solutions Ltd t/as Riverdale Insurance (Premier) CANX,9002598,R V D SOLUTIONS LIMITED,R V D SOLUTIONS LIMITED,9002598,MANCHESTER,,ENGLAND,M1 3BE,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Tower Insurance Brokers Ltd (Willis Network),10691863,TOWER INSURANCE BROKERS LTD,TOWER INSURANCE BROKERS LTD,10691863,LYTHAM,LANCASHIRE,UNITED KINGDOM,FY8 5LH,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Insure Risk Limited CANX,7434098,G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,INSURE RISK LIMITED,7434098,HUNTINGDON,,ENGLAND,PE29 6SR,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,65300 - Pension funding,
Gothic Insurance Brokers Ltd ta Certis Insurance Brokers (Premier) CANX,880423,GOTHIC INSURANCE BROKERS LIMITED,GOTHIC INSURANCE BROKERS LIMITED,880423,HARLOW,,ENGLAND,CM17 0DP,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Burrow Humphreys Ltd (Advantage) CANX,3438928,D W BURROWS INSURANCE BROKERS LIMITED,BURROW HUMPHREYS LIMITED,3438928,LANCASHIRE,,,WN3 4EU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Business Insurance Broking Services (Hedron Network) CANX,6678489,BUSINESS INSURANCE BROKING SERVICES LIMITED,BUSINESS INSURANCE BROKING SERVICES LIMITED,6678489,BOLTON,,,BL6 7AF,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Reich Magen HNW Scheme,3697314,REICH INSURANCE BROKERS LIMITED,REICH INSURANCE BROKERS LIMITED,3697314,SALFORD,MANCHESTER,,M3 5EQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
PH7 Insurance Brokers (Advantage) CANX,4851546,AAA INSURANCE & REINSURANCE BROKERS LIMITED,PHL INSURANCE BROKERS LIMITED,4851546,LONDON,,,EC1R 0BD,Private Limited Company,Active,United Kingdom,65110 - Life insurance,,,
Jane Chewins Limited (Premier),7459307,JANE CHEWINS LTD,JANE CHEWINS LTD,7459307,MALPAS,CHESHIRE,ENGLAND,SY14 8AQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Woodward Markwell Ins Brks Ltd (Cleo),2492078,WOODWARD MARKWELL FINANCIAL ADVISERS LTD,WOODWARD MARKWELL INSURANCE BROKERS LIMITED,2492078,IPSWICH,SUFFOLK,,IP1 1SL,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
OLD Real Insurance Brokers,984572,OLD OAK INSURANCE BROKERS LIMITED,OLD OAK INSURANCE BROKERS LIMITED,984572,,,,SA31 3AL,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
ZZZZZZ- Gomez,OE026624,AAA INSURANCE & REINSURANCE BROKERS LIMITED,GOMEZ LIMITED,OE026624,ROAD TOWN,TORTOLA,"VIRGIN ISLANDS, BRITISH",VG 1110,Overseas Entity,Active,"VIRGIN ISLANDS, BRITISH",None Supplied,,,
Anthony James Insurance Brokers Ltd (Premier),6872651,ANTHONY JAMES INSURANCE BROKERS LIMITED,ANTHONY JAMES INSURANCE BROKERS LIMITED,6872651,LOUGHBOROUGH,LEICESTERSHIRE,,LE11 5XR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Finch Commercial Insurance Brokers Ltd t/a Citymain Insurance (The Broker Network - Premier) CANX,4251300,FINCH COMMERCIAL INSURANCE BROKERS LTD,FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,READING,BERKSHIRE,UNITED KINGDOM,RG5 3JP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Rickard Lazenby International Limited (Hedron Network) CANX,1674837,RICKARD LAZENBY INTERNATIONAL LIMITED,RICKARD LAZENBY INTERNATIONAL LIMITED,1674837,CANTERBURY,KENT,ENGLAND,CT4 6RT,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Jelf Insurance Brokers Ltd Edinburgh,837227,JELF INSURANCE BROKERS LIMITED,JELF INSURANCE BROKERS LIMITED,837227,LONDON,,UNITED KINGDOM,EC3R 5BU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Towergate Dawson Whyte (Larne),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Senior Wright Limited,4424301,SENIOR WRIGHT INSURANCE SERVICES LIMITED,SENIOR WRIGHT INSURANCE SERVICES LIMITED,4424301,LONDON,,ENGLAND,EC3N 3AA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Abbey Bond Lovis Ltd (CANX),599387,ABBEY BOND LOVIS LIMITED,ABBEY BOND LOVIS LIMITED,599387,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
D2 Corporate Solutions (BI),11212806,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,D2 CORPORATE DEVELOPMENT LIMITED,11212806,TUNBRIDGE WELLS,KENT,ENGLAND,TN3 8AD,Private Limited Company,Active,United Kingdom,"74909 - Other professional, scientific and technical activities n.e.c.",,,
Abbey Bond Lovis Ltd CANX,599387,ABBEY BOND LOVIS LIMITED,ABBEY BOND LOVIS LIMITED,599387,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
The Alan Stevenson Partnership Limited,4320605,THE ALAN STEVENSON PARTNERSHIP LTD.,THE ALAN STEVENSON PARTNERSHIP LTD.,4320605,CHESHIRE,,,WA14 1ET,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Attis Insurance Brokers Ltd (Brigg) (Premier),12955173,ATTIS INSURANCE BROKERS LTD,ATTIS INSURANCE BROKERS LTD,12955173,LEEDS,,ENGLAND,LS11 8EG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Lockton Companies International Ltd (Birmingham),1211673,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,LOCKTON COMPANIES INTERNATIONAL LIMITED,1211673,LONDON,,,EC3A 7AG,Private Limited Company,Active,United Kingdom,70100 - Activities of head offices,,,
Brady Insurance Services Ltd,NI028419,BRADY INSURANCE SERVICES LIMITED,BRADY INSURANCE SERVICES LIMITED,NI028419,CO. FERMANAGH,,,BT74 6HQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
GS Group (Glasgow),10926854,LITTLENLARGE.COM LIMITED,GS LONDON MARKETS LTD,10926854,WESTERHAM,KENT,ENGLAND,TN16 1AJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
A Plan (Birmingham),750484,AAA INSURANCE & REINSURANCE BROKERS LIMITED,A-PLAN HOLDINGS,750484,WITNEY,OXFORDSHIRE,,OX28 4LE,Private Unlimited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
North East Insurance Services Ltd t as Coversure Newcastle,7146687,COVERSURE INSURANCE SERVICES LIMITED,NORTH EAST INSURANCE SERVICES LIMITED,7146687,NEWCASTLE UPON TYNE,,ENGLAND,NE3 1DJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
AIBL t/as Lockyers,13205797,AAA INSURANCE & REINSURANCE BROKERS LIMITED,AIB (L) LIMITED,13205797,SCUNTHORPE,,ENGLAND,DN15 9JN,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
"A-Plan (RK Harrison, Dual transfer)",750484,AAA INSURANCE & REINSURANCE BROKERS LIMITED,A-PLAN HOLDINGS,750484,WITNEY,OXFORDSHIRE,,OX28 4LE,Private Unlimited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
OLD County Insurance Consultants Ltd Trading as Britannia Consultants,4787941,S HUGHES CONSULTANTS LTD TRADING AS WILLS AND PROBATE SERVICES HARROGATE LIMITED,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Exchequer Risk Management Limited,8106679,G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,EXCHEQUER RISK MANAGEMENT LTD,8106679,COVENTRY,WARWICKSHIRE,,CV3 4FJ,Private Limited Company,Active,United Kingdom,66210 - Risk and damage evaluation,70229 - Management consultancy activities other than financial management,,
County Insurance Consultants Limited trading as Anderson Ashcroft,4787941,ANDERSON ASHCROFT INSURANCE BROKERS LTD,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
J M Glendinning (Insurance Brokers) Ltd (North Yorkshire),8814614,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,8814614,LEEDS,,,LS20 9LT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
J.E. Sills & Sons Ltd,3960552,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),J E SILLS & SONS LIMITED,3960552,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,66190 - Activities auxiliary to financial intermediation n.e.c.,,
James Hallam Ltd,1632840,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),JAMES HALLAM LIMITED,1632840,DORKING,SURREY,,RH4 2HF,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
Gravity Risk Services Ltd,7808391,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,GRAVITY RISK SERVICES LIMITED,7808391,BRIERLEY HILL,WEST MIDLANDS,ENGLAND,DY5 1XH,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (London City),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
AIBL re Finch Commercial Insurance Brokers Ltd (Premier) CANX,4251300,FINCH COMMERCIAL INSURANCE BROKERS LTD,FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,READING,BERKSHIRE,UNITED KINGDOM,RG5 3JP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Prima Financial Services Ltd (Hedron Network),11940805,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),PRIMA FINANCIAL SERVICES LTD,11940805,MANCHESTER,,UNITED KINGDOM,M24 2LX,Private Limited Company,Active,United Kingdom,65110 - Life insurance,66220 - Activities of insurance agents and brokers,,
SEIB Insurance Brokers Limited (Premier),6317314,SEIB INSURANCE BROKERS LIMITED,SEIB INSURANCE BROKERS LIMITED,6317314,GLOUCESTER,,UNITED KINGDOM,GL3 4AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Gauntlet Insurance Services,1735637,GAUNTLET INSURANCE SERVICES LIMITED,GAUNTLET INSURANCE SERVICES LIMITED,1735637,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Peter Lole & Co Ltd (Advantage) CANX,1466150,PETER HOARE & COMPANY (INSURANCE BROKERS) LIMITED,PETER LOLE & CO. LIMITED,1466150,RICHMOND,,ENGLAND,TW9 2JA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
H W Wood Ltd,1565756,WOODWARD MARKWELL INSURANCE BROKERS HOLDINGS LIMITED,H.W. WOOD LIMITED,1565756,LONDON,,ENGLAND,EC3N 3DQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
"A-Plan (RK Harrison, Knight Frank)",750484,KNIGHT SQUARE INSURANCE BROKERS LIMITED,A-PLAN HOLDINGS,750484,WITNEY,OXFORDSHIRE,,OX28 4LE,Private Unlimited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate Riskline (IBA 5) (Maidenhead),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Partners& (South Molton),497227,AAA INSURANCE & REINSURANCE BROKERS LIMITED,PARTNERS& LIMITED,497227,HIGH WYCOMBE,BUCKINGHAMSHIRE,ENGLAND,HP13 6NU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Coversure Insurance Services Middlesbrough T/A Coversure Insurance Services,2381990,COVERSURE INSURANCE SERVICES LIMITED,COVERSURE INSURANCE SERVICES LIMITED,2381990,HUNTINGDON,CAMBRIDGESHIRE,,PE29 6SR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
County Insurance Consultants Limited t/as Wrexham Insurance Services,4787941,COUNTY INSURANCE CONSULTANTS LIMITED,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Astute Insurance Solutions Ltd,6776503,ASTUTE INSURANCE SOLUTIONS LIMITED,ASTUTE INSURANCE SOLUTIONS LIMITED,6776503,LEEDS,WEST YORKSHIRE,ENGLAND,LS20 9LT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Brents of Brentwood Ltd (Advantage),775649,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),BRENTS OF BRENTWOOD LIMITED,775649,BRENTWOOD,ESSEX,UNITED KINGDOM,CM14 4BA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Eastlake & Beachell Limited (Advantage) Open market,1038082,EASTLAKE & BEACHELL LIMITED,EASTLAKE & BEACHELL LIMITED,1038082,LEICESTER,,ENGLAND,LE1 6RX,Private Limited Company,Active,United Kingdom,96090 - Other service activities n.e.c.,,,
Morgans Insurance Limited (Hedron Network),8279005,MORGANS INSURANCE LIMITED,MORGANS INSURANCE LIMITED,8279005,COLCHESTER,ESSEX,ENGLAND,CO1 1TG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Aon Limited (Isle of Man) (Glasgow APC) CANX,210725,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,AON UK LIMITED,210725,LONDON,,UNITED KINGDOM,EC3V 4AN,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Quartz Insurance Brokers Limited,6737067,QUARTZ INSURANCE BROKERS LIMITED,QUARTZ INSURANCE BROKERS LIMITED,6737067,BRISTOL,,UNITED KINGDOM,BS1 6HL,Private Limited Company,Active,United Kingdom,65110 - Life insurance,,,
Risk Management and Insurance Services,2523743,RISK MANAGEMENT AND INSURANCE SERVICES LIMITED,RISK MANAGEMENT AND INSURANCE SERVICES LIMITED,2523743,SUTTON,,ENGLAND,SM2 5DA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
